file_id;child_age;target_word;original_target_word;guesser_type;speaker;original_text;auto_translation;manual_translation;missing_transcript;useful_context;is_dubious;is_relevant;validity_check;agreement;initiate_repair;error_type
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que... Est-ce que c'est une sauce ?;Is... Is this a sauce?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que... Donc, ça se garde au frigo.;Does... So, it keeps in the fridge.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que ça s'achète au supermarché ?;Can you buy this at the supermarket?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Bah... Oui.;Yeah.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;child;Oui, ça s'achète au supermarché, mais on peut aussi en acheter autre part.;Yes, you can buy it at the supermarket, but you can also buy it elsewhere.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que c'est un légume ?;Is it a vegetable?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que c'est un fruit ?;Is it a fruit?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;child;Mais ça peut avoir un goût de fruit.;But it can taste like fruit.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Ah.;Oh.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;parent;D'accord.;All right.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;parent;C'est pas une sauce, hein ?;It's not a sauce, is it?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Non, c'est pas une sauce.;No, it's not a sauce.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Ah.;Oh.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce qu'il faut mettre de l'eau dedans ?;Should you put water in it?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que ça se boit ?;Is it drinkable?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Non.;No.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Ça se consomme frais ?;Is it eaten fresh?;;;;1.0;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Genre ça se mange prêt tu dis ?;Like it’s eaten ready you say?;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Frais, frais, froid.;Cool, cool, cold.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Oui c'est froid.;Yes it's cold.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Oui c'est froid.;Yes it's cold.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;parent;C'est très froid ?;It's very cold ?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Bah oui c'est froid.;Well yes it's cold.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que ça va au congélateur ?;Is it freezer safe?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Je sais pas si ça va au congélateur.;I don't know if it's freezer safe.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Est-ce que c'est une glace ?;Is it ice cream?;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Oui !;Yes !;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Ah oui les glaces ça va au congélateur, mon coeur.;Oh yes, ice cream goes in the freezer, sweetheart.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Ah.;Oh.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;parent;Sinon ça fond hein, si tu les mets au frigo ça sera une flaque, dans le frigo.;Otherwise it melts, if you put them in the fridge it will be a puddle in the fridge.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;child;Pourtant il est froid le frigo.;However, the fridge is cold.;;;;;1.0;1.0;;;
ID_4;7;Ice cream;une glace;parent;parent;Ah, oui mais pas assez, pas assez.;Ah, yes but not enough, not enough.;;;;;1.0;;;;
ID_4;7;Ice cream;une glace;parent;parent;Ok, allez.;Okay, come on.;;;;;;;;;
ID_4;7;;;;child;A ton tour.;Your turn.;;;;;;;;;
ID_4;7;;;;(INV);Est-ce qu'on a fait un nombre...;Did we make a number...;;;;;;;;;
ID_4;7;;;;parent;Je crois.;I believe.;;;;;;;;;
ID_4;7;;;;parent;Je crois.;I believe.;;;;;;;;;
ID_4;7;;;;child;Toi, t'as eu 3 points et moi 6.;You got 3 points and I got 6.;;;;;;;;;
ID_4;7;;;;parent;Peut-être que... alors attends.;Maybe... so wait.;;;;;;;;;
ID_4;7;;;;parent;C'est toi qui avais commencé.;You were the one who started it.;;;;;;;;;
ID_4;7;;;;parent;Donc peut-être qu'il faut en faire un encore.;So maybe we need to do one more.;;;;;;;;;
ID_4;7;;;;(INV);D'accord.;All right.;;;;;;;;;
ID_4;7;;;;parent;Allez, c'est bon.;Come on, it's okay.;;;;;;;;;
ID_4;7;A glass;un verre;child;parent;Vas-y.;Go ahead.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Alors, est-ce que ça se mange ?;So, is it edible?;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;Non, oula, non, non, non;No, wow, no, no, no;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce que c'est un objet ?;Is it an object?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;A glass;un verre;child;parent;Oui.;Yes.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce qu'il y en a dans la maison ?;Are there any in the house?;;;;;1.0;1.0;1.0;0.0;2
ID_4;7;A glass;un verre;child;parent;Oui.;Yes.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce que c'est gros ou petit ?;Is it big or small?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;A glass;un verre;child;parent;Non, c'est petit.;No, it's small.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce que c'est à moi, c'est à Joan ou c'est à toi ?;Is it mine, is it Joan’s or is it yours?;;;;;1.0;1.0;1.0;0.0;2
ID_4;7;A glass;un verre;child;parent;C'est à tout le monde.;It's for everyone.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce que ça s'accroche au mur ?;Does it hang on the wall?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;A glass;un verre;child;parent;Non.;No.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Ah, mais je croyais que c'était une horloge;Ah, but I thought it was a clock;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Ça peut pas être la télé, elle est trop grande.;It can't be the TV, it's too big.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;Mais il te reste des questions, quoi, quand même, c'est pas de deviner d'un coup, là, c'est de poser des questions, quoi.;But you still have questions, anyway, it's not about guessing all at once, it's about asking questions, you know.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;Il te reste plein de questions;You still have lots of questions;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Ça sert à quoi ?;It's used for ?;;;;;1.0;1.0;1.0;1.0;1,5,9
ID_4;7;A glass;un verre;child;parent;Ah mais non, je peux répondre que par oui ou par non.;Ah but no, I can only answer yes or no.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;quelque chose qui pourrait...;something that could...;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;Mais essaye de poser des questions;But try to ask questions;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;Par exemple, tu demandais sur ça sert à quoi.;For example, you asked what is it for.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;Essaye de trouver des usages et demande-moi si ça sert à ça ou à ça.;Try to find uses and ask me if it’s for this or that.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce que ça sert à mettre des chaussures dessus ou des manteaux ?;Is it used to put shoes on it or coats?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;A glass;un verre;child;parent;Non.;No.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce qu'on peut s'asseoir dessus ?;Can we sit on it?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;A glass;un verre;child;parent;Ah non, non;Oh no, no;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce qu'on peut manger dessus, genre mettre des couverts ?;Can we eat on it, like put cutlery?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;A glass;un verre;child;parent;Alors non.;So no.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce que... on peut se laver les mains avec ?;Can you wash your hands with it?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;A glass;un verre;child;parent;Non.;No.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce que... Je sais plus quoi poser comme questions..;Is that... I don't know what questions to ask anymore..;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;C'est un objet qu'on trouve dans les maisons, qui appartient à tout le monde dans la maison.;It is an object found in homes, which belongs to everyone in the house.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce qu'on peut s'en servir pour téléphoner ?;Can we use it to make calls?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;A glass;un verre;child;parent;Non.;No.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Pour regarder un film ?;To watch a movie ?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;A glass;un verre;child;parent;Non plus.;Neither.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce que ça s'utilise avec de l'électricité ?;Can it be used with electricity?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;A glass;un verre;child;parent;Non.;No.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;Non.;No.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;C'est en bois ou en fer ?;Is it wood or iron?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;A glass;un verre;child;parent;Alors, c'est ni en bois ni en fer.;So, it's neither wood nor iron.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce que c'est en métal ?;Is it metal?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;A glass;un verre;child;parent;Non plus.;Neither.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;Qu'est-ce qu'il reste encore ?;What's still left?;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce que c'est en plastique ?;Is it plastic?;;;;;1.0;1.0;1.0;0.0;1
ID_4;7;A glass;un verre;child;parent;Alors, il y en a en plastique, oui.;So, there are plastic ones, yes.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;Mais pas que.;But not only.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;Mais pas qu'un plastique.;But not just plastic.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Pas que en plastique...;Not just plastic...;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;Ben là, quand même, là t'as pas mal d'indices, hein.;Well, all the same, you have quite a few clues there, eh.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Euh, il est en quelle matière ?;Um, what material is it made of?;;;;;1.0;1.0;0.0;1.0;1,5,9
ID_4;7;A glass;un verre;child;parent;Ah non, je peux pas répondre.;Oh no, I can't answer.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Ah.;Oh.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;Ça peut être en... Donc c'est ni en bois, ni en fer.;It can be made of... So it's neither wood nor iron.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;Mais ça peut être en plastique.;But it can be plastic.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce que celui qui est dans notre maison, il est en plastique ?;Is the one in our house made of plastic?;;;;;1.0;1.0;1.0;0.0;2
ID_4;7;A glass;un verre;child;parent;On en a en plastique et aussi dans une autre matière.;We have some in plastic and also in another material.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Ah, fallait le dire.;Ah, it had to be said.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;Demande-moi dans quelle pièce ça se range, par exemple ?;Ask me what room it goes in, for example?;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Ah, dans quelle pièce c'est ?;Oh, what room is this in?;;;;;1.0;1.0;0.0;1.0;2,9
ID_4;7;A glass;un verre;child;parent;Non mais tu me dis les pièces.;No, but you tell me the parts.;No, but tell me the rooms.;;;1.0;1.0;;;;
ID_4;7;A glass;un verre;child;child;Dans quelle pièce c'est ?;What room is this in?;;;;;1.0;1.0;0.0;0.0;2,4,9
ID_4;7;A glass;un verre;child;child;Est-ce que c'est dans cette pièce ?;Is it in this room?;;;;;1.0;1.0;1.0;0.0;2
ID_4;7;A glass;un verre;child;parent;Que ça se range ?;How does it fit?;Where it goes?;;;1.0;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce que c'est dans cette pièce que ça se range ?;Is this the room where it goes?;;;;;1.0;1.0;1.0;0.0;2
ID_4;7;A glass;un verre;child;parent;Non.;No.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce que c'est dans la cuisine ?;Is it in the kitchen?;;;;;1.0;1.0;1.0;0.0;2
ID_4;7;A glass;un verre;child;parent;Oui, ça se range dans la cuisine.;Yes, it fits in the kitchen.;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;Ah là, quand même...;Ah there, still...;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;parent;Qu'est-ce qu'il reste comme matière mon cœur ?;What material is left, my heart?;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce qu'on peut faire griller du pain de mie avec ?;Can you toast sandwich bread with it?;;;;;1.0;1.0;0.0;0.0;1,4
ID_4;7;A glass;un verre;child;parent;Non !;No !;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce qu'avec on fait du café ?;Do we make coffee with it?;;;;;1.0;1.0;1.0;0.0;1,4
ID_4;7;A glass;un verre;child;parent;Non mais on peut le mettre dedans !;No but we can put it in!;;;;;1.0;;;;
ID_4;7;A glass;un verre;child;child;Est-ce que c'est un verre ?;Is it a glass?;;;;;1.0;1.0;1.0;0.0;1,6
ID_4;7;A glass;un verre;child;parent;Oui !;Yes !;;;;;1.0;;;;
ID_4;7;;;;parent;Ouh là là !;Ooh La La !;;;;;;;;;
ID_4;7;;;;parent;Bon bah là je crois que j'ai gagné !;Well, I think I won!;;;;;;;;;
ID_4;7;;;;child;Non, j'ai gagné, j'ai gagné.;No, I won, I won.;;;;;;;;;
ID_4;7;;;;parent;Arrête...;Stopped...;;;;;;;;;
ID_4;7;;;;child;Arrête, arrête de trouver moi-même.;Stop, stop finding myself.;;;;;;;;;
ID_4;7;;;;(INV);Ça fait, donc, Jackson t'as gagné par combien ?;So, how much did Jackson win you by?;;;;;;;;;
ID_4;7;;;;child;Quatre.;Four.;;;;;;;;;
ID_4;7;;;;(INV);Quatre ?;Four ?;;;;;;;;;
ID_4;7;;;;child;Oui.;Yes.;;;;;;;;;
ID_4;7;;;;(INV);Et papa, il a fait combien ?;And dad, how much did he make?;;;;;;;;;
ID_4;7;;;;child;Trois.;Three.;;;;;;;;;
ID_4;7;;;;(INV);Voilà, donc c'est la confirmation.;There you go, so that’s the confirmation.;;;;;;;;;
